tool	rank	metric	sample	value
Diamond+Megan	species	Purity	simulated_fungi	0.8888888888888888
Diamond+Megan	species	Completeness	simulated_fungi	0.4383561643835616
Diamond+Megan	species	True positives	simulated_fungi	32.0
Diamond+Megan	strain	F1 score	simulated_fungi	0.384
Diamond+Megan	strain	False negatives	simulated_fungi	49.0
Diamond+Megan	strain	False positives	simulated_fungi	28.0
Diamond+Megan	strain	Jaccard index	simulated_fungi	0.2376237623762376
Diamond+Megan	strain	Taxon counts	simulated_fungi	52.0
Diamond+Megan	strain	Purity	simulated_fungi	0.46153846153846156
Diamond+Megan	strain	Completeness	simulated_fungi	0.3287671232876712
Diamond+Megan	strain	True positives	simulated_fungi	24.0
Diamond+Megan	superkingdom	L1 norm error	simulated_fungi	0.0
Diamond+Megan	phylum	L1 norm error	simulated_fungi	0.006219200000000087
Diamond+Megan	class	L1 norm error	simulated_fungi	0.29836679999999993
Diamond+Megan	order	L1 norm error	simulated_fungi	0.5340178999999999
Diamond+Megan	family	L1 norm error	simulated_fungi	0.5811845999999999
Diamond+Megan	genus	L1 norm error	simulated_fungi	0.3847032000000001
Diamond+Megan	species	L1 norm error	simulated_fungi	0.4570602
Diamond+Megan	strain	L1 norm error	simulated_fungi	0.49721049999999983
Diamond+Megan	na	Weighted UniFrac error	simulated_fungi	3.2423807000000013
Diamond+Megan	na	Unweighted UniFrac error	simulated_fungi	538.4880980999999
