tool	rank	metric	sample	value
Diamond+Megan	superkingdom	Shannon equitability	mock_viruses	0.6023329643305474
Diamond+Megan	phylum	Shannon diversity	mock_viruses	0.9982116439559152
Diamond+Megan	phylum	Shannon equitability	mock_viruses	0.5129793091631286
Diamond+Megan	class	Shannon diversity	mock_viruses	0.8524353261100234
Diamond+Megan	class	Shannon equitability	mock_viruses	0.4380651010653589
Diamond+Megan	order	Shannon diversity	mock_viruses	1.0269707000564243
Diamond+Megan	order	Shannon equitability	mock_viruses	0.4673945078938907
Diamond+Megan	family	Shannon diversity	mock_viruses	1.7502542805947143
Diamond+Megan	family	Shannon equitability	mock_viruses	0.7601257759898301
Diamond+Megan	genus	Shannon diversity	mock_viruses	1.659315341440154
Diamond+Megan	genus	Shannon equitability	mock_viruses	0.6919882449677273
Diamond+Megan	species	Shannon diversity	mock_viruses	1.156078844116974
Diamond+Megan	species	Shannon equitability	mock_viruses	0.32260994401638304
Diamond+Megan	strain	Shannon diversity	mock_viruses	1.6234411545226128
Diamond+Megan	strain	Shannon equitability	mock_viruses	0.4871973342468269
Diamond+Megan	superkingdom	F1 score	mock_viruses	0.5
Diamond+Megan	superkingdom	False negatives	mock_viruses	0.0
Diamond+Megan	superkingdom	False positives	mock_viruses	2.0
Diamond+Megan	superkingdom	Jaccard index	mock_viruses	0.3333333333333333
Diamond+Megan	superkingdom	Taxon counts	mock_viruses	3.0
Diamond+Megan	superkingdom	Purity	mock_viruses	0.3333333333333333
Diamond+Megan	superkingdom	Completeness	mock_viruses	1.0
Diamond+Megan	superkingdom	True positives	mock_viruses	1.0
Diamond+Megan	phylum	F1 score	mock_viruses	0.4444444444444445
Diamond+Megan	phylum	False negatives	mock_viruses	0.0
Diamond+Megan	phylum	False positives	mock_viruses	5.0
Diamond+Megan	phylum	Jaccard index	mock_viruses	0.2857142857142857
Diamond+Megan	phylum	Taxon counts	mock_viruses	7.0
Diamond+Megan	phylum	Purity	mock_viruses	0.2857142857142857
Diamond+Megan	phylum	Completeness	mock_viruses	1.0
Diamond+Megan	phylum	True positives	mock_viruses	2.0
Diamond+Megan	class	F1 score	mock_viruses	0.4444444444444445
Diamond+Megan	class	False negatives	mock_viruses	0.0
Diamond+Megan	class	False positives	mock_viruses	5.0
Diamond+Megan	class	Jaccard index	mock_viruses	0.2857142857142857
Diamond+Megan	class	Taxon counts	mock_viruses	7.0
Diamond+Megan	class	Purity	mock_viruses	0.2857142857142857
Diamond+Megan	class	Completeness	mock_viruses	1.0
Diamond+Megan	class	True positives	mock_viruses	2.0
Diamond+Megan	order	F1 score	mock_viruses	0.3636363636363636
Diamond+Megan	order	False negatives	mock_viruses	0.0
Diamond+Megan	order	False positives	mock_viruses	7.0
Diamond+Megan	order	Jaccard index	mock_viruses	0.2222222222222222
Diamond+Megan	order	Taxon counts	mock_viruses	9.0
Diamond+Megan	order	Purity	mock_viruses	0.2222222222222222
Diamond+Megan	order	Completeness	mock_viruses	1.0
Diamond+Megan	order	True positives	mock_viruses	2.0
Diamond+Megan	family	F1 score	mock_viruses	0.5714285714285715
Diamond+Megan	family	False negatives	mock_viruses	0.0
Diamond+Megan	family	False positives	mock_viruses	6.0
Diamond+Megan	family	Jaccard index	mock_viruses	0.4
Diamond+Megan	family	Taxon counts	mock_viruses	10.0
Diamond+Megan	family	Purity	mock_viruses	0.4
Diamond+Megan	family	Completeness	mock_viruses	1.0
Diamond+Megan	family	True positives	mock_viruses	4.0
Diamond+Megan	genus	F1 score	mock_viruses	0.5333333333333333
Diamond+Megan	genus	False negatives	mock_viruses	0.0
Diamond+Megan	genus	False positives	mock_viruses	7.0
Diamond+Megan	genus	Jaccard index	mock_viruses	0.36363636363636365
Diamond+Megan	genus	Taxon counts	mock_viruses	11.0
Diamond+Megan	genus	Purity	mock_viruses	0.36363636363636365
Diamond+Megan	genus	Completeness	mock_viruses	1.0
Diamond+Megan	genus	True positives	mock_viruses	4.0
Diamond+Megan	species	F1 score	mock_viruses	0.25
Diamond+Megan	species	False negatives	mock_viruses	6.0
Diamond+Megan	species	False positives	mock_viruses	30.0
Diamond+Megan	species	Jaccard index	mock_viruses	0.14285714285714285
Diamond+Megan	species	Taxon counts	mock_viruses	36.0
Diamond+Megan	species	Purity	mock_viruses	0.16666666666666666
Diamond+Megan	species	Completeness	mock_viruses	0.5
Diamond+Megan	species	True positives	mock_viruses	6.0
Diamond+Megan	strain	F1 score	mock_viruses	0.19354838709677416
Diamond+Megan	strain	False negatives	mock_viruses	0.0
Diamond+Megan	strain	False positives	mock_viruses	25.0
Diamond+Megan	strain	Jaccard index	mock_viruses	0.10714285714285714
Diamond+Megan	strain	Taxon counts	mock_viruses	28.0
Diamond+Megan	strain	Purity	mock_viruses	0.10714285714285714
Diamond+Megan	strain	Completeness	mock_viruses	1.0
Diamond+Megan	strain	True positives	mock_viruses	3.0
Diamond+Megan	superkingdom	L1 norm error	mock_viruses	0.7325994000000001
Diamond+Megan	phylum	L1 norm error	mock_viruses	1.1710386
Diamond+Megan	class	L1 norm error	mock_viruses	1.1526926
Diamond+Megan	order	L1 norm error	mock_viruses	1.0745072
Diamond+Megan	family	L1 norm error	mock_viruses	1.1219606
Diamond+Megan	genus	L1 norm error	mock_viruses	1.2398947
Diamond+Megan	species	L1 norm error	mock_viruses	1.1437814000000002
Diamond+Megan	strain	L1 norm error	mock_viruses	1.2652291
Diamond+Megan	na	Weighted UniFrac error	mock_viruses	10.984602291603354
Diamond+Megan	na	Unweighted UniFrac error	mock_viruses	456.58144739999994
