@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
28311	species	10239|||10559||10583|28311	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|Mupapillomavirus|Human papillomavirus type 63	0.15118322137991466
1495866	species	10239|||||11572|1495866	Viruses|ssRNA viruses|Bunyavirales|Peribunyaviridae|Unclassified|Orthobunyavirus|Cat Que virus	0.14815424833761467
398066	species	10239|||12058||398065|398066	Viruses|ssRNA viruses|Picornavirales|Picornaviridae|Unclassified|Avihepatovirus|Duck hepatitis A virus 1	0.14693602378921658
1923510	species	10239||||||1923510	Viruses|unclassified RNA viruses|Unclassified|Unclassified|Unclassified|Unclassified|Wenling nido-like virus 1	0.13511433596800235
1707330	species	10239|||1391025|||1707330	Viruses|Unclassified|Unclassified|Genomoviridae|Unclassified|Gemyvongvirus|Human plasma-associated gemycircularvirus	0.1261335057968828
322067	species	10239|||32611|||322067	Viruses|ssRNA viruses|Mononegavirales|unclassified Paramyxoviridae|Unclassified|Unclassified|J-virus	0.1257430100872739
268785	species	10239|||10811||10812|268785	Viruses|ssDNA viruses|Unclassified|Geminiviridae|Unclassified|Mastrevirus|Sugarcane streak Egypt virus - [Giza]	0.12430391900715039
1193422	species	10239|||10508||1193420|1193422	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Goose aviadenovirus A|Goose adenovirus 4	0.12239108171557461
159122	species	10239|||11632|11636|11652|159122	Viruses|Retro-transcribing viruses|Unclassified|Retroviridae|Orthoretrovirinae|Primate lentivirus group|Simian immunodeficiency virus SIV-mnd 2	0.10113758564278956
1472911	species	10239|||10780|10783|10785|1472911	Viruses|ssDNA viruses|Unclassified|Parvoviridae|Parvovirinae|unclassified Protoparvovirus|Porcine parvovirus 6	0.0948452937985689
494651	species	10239|||10780|10783|289365|494651	Viruses|ssDNA viruses|Unclassified|Parvoviridae|Parvovirinae|Tetraparvovirus|Ungulate tetraparvovirus 1	0.09027535476597595
439015	species	10239||||||439015	Viruses|ssRNA viruses|Picornavirales|Unclassified|Unclassified|Unclassified|Marine RNA virus JP-A	0.08877144995466522
363745	species	10239|||11632|11636|11859|363745	Viruses|Retro-transcribing viruses|Unclassified|Retroviridae|Orthoretrovirinae|Alpharetrovirus|Avian leukosis virus - RSA	0.08079072309337917
68347	species	10239|||10486||10487|68347	Viruses|dsDNA viruses, no RNA stage|Unclassified|Iridoviridae|Betairidovirinae|Iridovirus|Wiseana iridescent virus	0.0774723078659347
1715293	species	10239|||12455||186458|1715293	Viruses|ssRNA viruses|Mononegavirales|Bornaviridae|Unclassified|Bornavirus|Aquatic bird bornavirus 1	0.07690975366775821
1788436	species	10239|||10508||10509|1788436	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Mastadenovirus|Bat mastadenovirus WIV9	0.07311621233393076
10489	species	10239|||10486||10487|10489	Viruses|dsDNA viruses, no RNA stage|Unclassified|Iridoviridae|Betairidovirinae|Iridovirus|Invertebrate iridescent virus 22	0.07021593641058642
1923187	species	10239||||||1923187	Viruses|unclassified RNA viruses|Unclassified|Unclassified|Unclassified|Unclassified|Hubei rhabdo-like virus 3	0.06727126642607094
569195	species	10239|||12058||72149|569195	Viruses|ssRNA viruses|Picornavirales|Picornaviridae|Unclassified|Kobuvirus|Porcine kobuvirus swine/S-1-HUN/2007/Hungary	0.06711586864823377
1128151	species	10239|||554168|||1128151	Viruses|dsDNA viruses, no RNA stage|Unclassified|unclassified Mimiviridae|Unclassified|Unclassified|Mimivirus terra2	0.06060740259737092
12032	species	10239|||11989||12008|12032	Viruses|ssRNA viruses|Unclassified|Leviviridae|Unclassified|Allolevivirus|Escherichia virus Qbeta	0.06011418079761886
1788432	species	10239|||10508||10509|1788432	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Mastadenovirus|Bat mastadenovirus WIV10	0.055270390556012024
11803	species	10239|||11632|11636|11764|11803	Viruses|Retro-transcribing viruses|Unclassified|Retroviridae|Orthoretrovirinae|Gammaretrovirus|Moloney murine sarcoma virus	0.048940314886604816
11553	species	10239|||11308||11552|11553	Viruses|ssRNA viruses|Unclassified|Orthomyxoviridae|Unclassified|Influenzavirus C|Influenza C virus (C/Ann Arbor/1/50)	0.04861053802507933
1352235	species	10239|||10559||1352235|1352235	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|Dyosigmapapillomavirus|Castor canadensis papillomavirus 1	0.047175587695187954
1843757	species	10239||||||1843757	Viruses|unclassified viruses|Unclassified|Unclassified|Unclassified|Unclassified|Sheep faeces associated smacovirus 2	0.03875903448024393
904722	species	10239|||||28292|904722	Viruses|ssRNA viruses|Bunyavirales|Phenuiviridae|Unclassified|unclassified Phlebovirus|Anhanga virus	0.038296767192396206
1843742	species	10239|||1391025||1391026|1843742	Viruses|Unclassified|Unclassified|Genomoviridae|Unclassified|Gemycircularvirus|Faeces associated gemycircularvirus 22	0.02352012389084245
	species	10239|||10508||10510|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Bovine mastadenovirus B|Bovine adenovirus 3	0.018502172086286947
10510	species	10239|||10508||10509|10510	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Mastadenovirus|Bovine mastadenovirus B	0.01721729902473924
318845	species	10239|||11270|||318845	Viruses|ssRNA viruses|Mononegavirales|Rhabdoviridae|Unclassified|Hapavirus|Parry Creek virus	0.014831118011394896
45370	species	10239|||10508||10509|45370	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Mastadenovirus|Porcine mastadenovirus C	0.01349972220063207
	species	10239|||10508||45370|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Porcine mastadenovirus C|Porcine adenovirus 5	0.013228371000619365
248053	species	10239||||||248053	Viruses|ssRNA viruses|Bunyavirales|Nairoviridae|Unclassified|Orthonairovirus|Farallon virus	0.010966406193792268
992212	species	10239|||||11584|992212	Viruses|ssRNA viruses|Bunyavirales|Phenuiviridae|Unclassified|Phlebovirus|SFTS virus HB29	0.007029782062444023
1404345	species	10239|||10780|10806||1404345	Viruses|ssDNA viruses|Unclassified|Parvoviridae|Densovirinae|Unclassified|Acheta domestica mini ambidensovirus	0.0040275898615030345
10568	species	10239|||10559||10568|10568	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|Pipapillomavirus|Micromys minutus papillomavirus 1	0.0031429510585672827
1301279	species	10239|||10486||10487|1301279	Viruses|dsDNA viruses, no RNA stage|Unclassified|Iridoviridae|Betairidovirinae|Iridovirus|Invertebrate iridovirus 22	0.0019645127615549557
11913	species	10239|||11632|11636|11859|11913	Viruses|Retro-transcribing viruses|Unclassified|Retroviridae|Orthoretrovirinae|Alpharetrovirus|Avian leukemia virus	0.001772949825533672
649596	species	10239|||10880|10892|338781|649596	Viruses|dsRNA viruses|Unclassified|Reoviridae|Sedoreovirinae|Mimoreovirus|Micromonas pusilla reovirus	0.0012552354837696033
1382279	species	10239|||11617||1223561|1382279	Viruses|ssRNA viruses|Unclassified|Arenaviridae|Unclassified|Reptarenavirus|University of Helsinki virus	0.00021414136577352542
11886	species	10239|||11632|11636|11859|11886	Viruses|Retro-transcribing viruses|Unclassified|Retroviridae|Orthoretrovirinae|Alpharetrovirus|Rous sarcoma virus	0.00011780967173677659
71775	species	10239|||10486||10487|71775	Viruses|dsDNA viruses, no RNA stage|Unclassified|Iridoviridae|Betairidovirinae|Iridovirus|Invertebrate iridescent virus 30	8.359832649623532e-05
	strain	10239|||11617||1223561|1303019|	Viruses|ssRNA viruses|Unclassified|Arenaviridae|Unclassified|Reptarenavirus|ROUT virus|Unclassified	24.18456149852065
	strain	10239|||10880|10892|10893|40064|	Viruses|dsRNA viruses|Unclassified|Reoviridae|Sedoreovirinae|Orbivirus|Great Island virus|Unclassified	15.23317935782826
	strain	10239|||10486||10491|113377|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Iridoviridae|Betairidovirinae|Chloriridovirus|Invertebrate iridescent virus 3|Unclassified	11.237139431760912
	strain	10239|||10559||10570|10584|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|Alphapapillomavirus|Alphapapillomavirus 4|Unclassified	9.370633330042482
	strain	10239|||11046|||1658615|	Viruses|ssRNA viruses|Nidovirales|Arteriviridae|Unclassified|Unclassified|Pebjah virus|Unclassified	3.5673920667531953
	strain	10239|||10559||940834|940834|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|Dyorhopapillomavirus|Equus caballus papillomavirus 3|Unclassified	3.453226407753967
	strain	10239|||11050||11051|673515|	Viruses|ssRNA viruses|Unclassified|Flaviviridae|Unclassified|Flavivirus|Mosquito flavivirus|Unclassified	3.0373144162068666
	strain	10239|||11270||666363|666363|	Viruses|ssRNA viruses|Mononegavirales|Rhabdoviridae|Unclassified|Sigmavirus|Drosophila melanogaster sigmavirus AP30|Unclassified	2.2255286454621435
	strain	10239|||11270||11271|1046251|	Viruses|ssRNA viruses|Mononegavirales|Rhabdoviridae|Unclassified|Vesiculovirus|Maraba virus|Unclassified	2.1571911358587115
	strain	10239|||10572|||10630|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Polyomaviridae|Unclassified|Unclassified|Human polyomavirus 1|Unclassified	1.8605761704225494
	strain	10239||||||1922884|	Viruses|unclassified RNA viruses|Unclassified|Unclassified|Unclassified|Unclassified|Hubei diptera virus 3|Unclassified	1.5892677433532303
	strain	10239||||||1923772|	Viruses|unclassified RNA viruses|Unclassified|Unclassified|Unclassified|Unclassified|Xinzhou nematode virus 4|Unclassified	1.5810868986977344
	strain	10239|||10780|10806|12524|97344|	Viruses|ssDNA viruses|Unclassified|Parvoviridae|Densovirinae|Ambidensovirus|Periplaneta fuliginosa densovirus|Unclassified	1.465756226068353
	strain	10239||||||1608091|	Viruses|ssRNA viruses|unassigned Mononegavirales|Unclassified|Unclassified|Unclassified|Wenzhou Crab Virus 1|Unclassified	1.3991501619592848
	strain	10239|||11270||11287|11290|	Viruses|ssRNA viruses|Mononegavirales|Rhabdoviridae|Unclassified|Novirhabdovirus|Infectious hematopoietic necrosis virus|Unclassified	1.1694907160846282
	strain	10239|||10780|10806|797418|797418|	Viruses|ssDNA viruses|Unclassified|Parvoviridae|Densovirinae|Hepandensovirus|Fenneropenaeus chinensis hepandensovirus|Unclassified	1.0679193311779713
	strain	10239|||10559||10568|763552|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|Pipapillomavirus|Mus musculus papillomavirus type 1|Unclassified	0.9756370159114326
	strain	10239|||10780|10783|10784|1174530|	Viruses|ssDNA viruses|Unclassified|Parvoviridae|Parvovirinae|Bocaparvovirus|Feline bocavirus|Unclassified	0.934406472173519
	strain	10239|||||28292|1216928|	Viruses|ssRNA viruses|Bunyavirales|Phenuiviridae|Unclassified|unclassified Phlebovirus|Heartland virus|Unclassified	0.8829172363676985
	strain	10239|||11046|||1737586|	Viruses|ssRNA viruses|Nidovirales|Arteriviridae|Unclassified|Unclassified|Free State vervet virus|Unclassified	0.8791805019788238
	strain	10239|||10508||10509|1788433|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Mastadenovirus|Bat mastadenovirus WIV11|Unclassified	0.7496771938016121
	strain	10239||||||1608058|	Viruses|ssRNA viruses|unassigned Mononegavirales|Unclassified|Unclassified|Unclassified|Lishi Spider Virus 2|Unclassified	0.7293950538632318
	strain	10239|||12058||1293536|1534545|	Viruses|ssRNA viruses|Picornavirales|Picornaviridae|Unclassified|Avisivirus|Chicken picornavirus 2|Unclassified	0.72366971232101
	strain	10239|||11158||11176|28274|	Viruses|ssRNA viruses|Mononegavirales|Paramyxoviridae|Unclassified|Avulavirus|Avian avulavirus 4|Unclassified	0.6568369582197289
	strain	10239||||||1608068|	Viruses|ssRNA viruses|Bunyavirales|unclassified Peribunyaviridae|Unclassified|Unclassified|Shayang Spider Virus 1|Unclassified	0.42582982799203006
	strain	10239|||10559||35258|1104917|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|Lambdapapillomavirus|Crocuta crocuta papillomavirus 1|Unclassified	0.42155598766416474
	strain	10239|||11270||11271|198833|	Viruses|ssRNA viruses|Mononegavirales|Rhabdoviridae|Unclassified|Vesiculovirus|Vesicular stomatitis Alagoas virus|Unclassified	0.34333505699453054
	strain	10239|||212035||315393|1461100|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Mimiviridae|Unclassified|Mimivirus|Acanthamoeba polyphaga mimivirus|Unclassified	0.3315643567828903
	strain	10239|||11118|11120|11121|11152|	Viruses|ssRNA viruses|Nidovirales|Coronaviridae|Coronavirinae|Gammacoronavirus|Turkey coronavirus|Unclassified	0.302491515775124
	strain	10239|||||11572|11577|	Viruses|ssRNA viruses|Bunyavirales|Peribunyaviridae|Unclassified|Orthobunyavirus|La Crosse virus|Unclassified	0.2727416793991362
	strain	10239|||12618|||1572239|	Viruses|ssDNA viruses|Unclassified|Circoviridae|Unclassified|Unclassified|Bat circovirus POA/2012/VI|Unclassified	0.26641781917666385
	strain	10239|||10559||526413|526413|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|unclassified Dyoiotapapillomavirus|Equine papillomavirus 2|Unclassified	0.26576798908583493
	strain	10239|||11270|||1272946|	Viruses|ssRNA viruses|Mononegavirales|Rhabdoviridae|Unclassified|Hapavirus|La Joya virus|Unclassified	0.24668735268214995
	strain	10239|||11270|||1479613|	Viruses|ssRNA viruses|Mononegavirales|Rhabdoviridae|Unclassified|Almendravirus|Puerto Almendras virus|Unclassified	0.23804537356112024
	strain	10239|||12195||41459|652105|	Viruses|ssRNA viruses|Unclassified|Potyviridae|Unclassified|Ipomovirus|Sweet potato mild mottle virus|Unclassified	0.22849422149661064
	strain	10239||||||660955|	Viruses|ssRNA viruses|Bunyavirales|Hantaviridae|Unclassified|Orthohantavirus|Nova virus|Unclassified	0.22816639165728506
	strain	10239|||11158||11161|798073|	Viruses|ssRNA viruses|Mononegavirales|Paramyxoviridae|Unclassified|Rubulavirus|Tuhoko virus 2|Unclassified	0.2165328330478521
	strain	10239|||10559||10579|10616|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|Betapapillomavirus|Human papillomavirus type 49|Unclassified	0.2147075657418385
	strain	10239|||11270||11305|32612|	Viruses|ssRNA viruses|Mononegavirales|Rhabdoviridae|Unclassified|Cytorhabdovirus|Lettuce necrotic yellows virus|Unclassified	0.20976851447794054
	strain	10239|||12058||12103|434309|	Viruses|ssRNA viruses|Picornavirales|Picornaviridae|Unclassified|Cardiovirus|Saffold virus|Unclassified	0.20684074169511887
	strain	10239|||10780|10783|10803|256548|	Viruses|ssDNA viruses|Unclassified|Parvoviridae|Parvovirinae|Dependoparvovirus|Bovine adeno-associated virus|Unclassified	0.20606294777240108
	strain	10239|||11974||33754|106333|	Viruses|ssRNA viruses|Unclassified|Caliciviridae|Unclassified|Sapovirus|Porcine enteric sapovirus|Unclassified	0.19635280049185735
	strain	10239|||10880|10892|10912|884200|	Viruses|dsRNA viruses|Unclassified|Reoviridae|Sedoreovirinae|Rotavirus|Rotavirus D chicken/05V0049/DEU/2005|Unclassified	0.19396092654241656
	strain	10239|||12163|12164|48069|165250|	Viruses|ssRNA viruses|Tymovirales|Betaflexiviridae|Quinvirinae|unclassified Carlavirus|Alfalfa latent virus|Unclassified	0.19374549922001524
	strain	10239|||10780|10783|172296|172296|	Viruses|ssDNA viruses|Unclassified|Parvoviridae|Parvovirinae|Copiparvovirus|Bovine parvovirus - 2|Unclassified	0.17514152798809335
	strain	10239|||10559||291590|291590|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|Sigmapapillomavirus|Erethizon dorsatum papillomavirus 1|Unclassified	0.17413322600924355
	strain	10239|||11974||11983|206156|	Viruses|ssRNA viruses|Unclassified|Caliciviridae|Unclassified|Norovirus|Norovirus GIII|Unclassified	0.1696090684839292
	strain	10239|||||28292|1926501|	Viruses|ssRNA viruses|Bunyavirales|Phenuiviridae|Unclassified|unclassified Phlebovirus|Tapara virus|Unclassified	0.15526107304054657
	strain	10239|||10559||10583|28311|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|Mupapillomavirus|Human papillomavirus type 63|Unclassified	0.15118322137991466
	strain	10239|||||11572|1495866|	Viruses|ssRNA viruses|Bunyavirales|Peribunyaviridae|Unclassified|Orthobunyavirus|Cat Que virus|Unclassified	0.14815424833761467
	strain	10239|||12058||398065|398066|	Viruses|ssRNA viruses|Picornavirales|Picornaviridae|Unclassified|Avihepatovirus|Duck hepatitis A virus 1|Unclassified	0.14693602378921658
	strain	10239||||||1923510|	Viruses|unclassified RNA viruses|Unclassified|Unclassified|Unclassified|Unclassified|Wenling nido-like virus 1|Unclassified	0.13511433596800235
	strain	10239|||1391025|||1707330|	Viruses|Unclassified|Unclassified|Genomoviridae|Unclassified|Gemyvongvirus|Human plasma-associated gemycircularvirus|Unclassified	0.1261335057968828
	strain	10239|||32611|||322067|	Viruses|ssRNA viruses|Mononegavirales|unclassified Paramyxoviridae|Unclassified|Unclassified|J-virus|Unclassified	0.1257430100872739
	strain	10239|||10811||10812|268785|	Viruses|ssDNA viruses|Unclassified|Geminiviridae|Unclassified|Mastrevirus|Sugarcane streak Egypt virus - [Giza]|Unclassified	0.12430391900715039
	strain	10239|||10508||1193420|1193422|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Goose aviadenovirus A|Goose adenovirus 4|Unclassified	0.12239108171557461
	strain	10239|||11632|11636|11652|159122|	Viruses|Retro-transcribing viruses|Unclassified|Retroviridae|Orthoretrovirinae|Primate lentivirus group|Simian immunodeficiency virus SIV-mnd 2|Unclassified	0.10113758564278956
	strain	10239|||10780|10783|10785|1472911|	Viruses|ssDNA viruses|Unclassified|Parvoviridae|Parvovirinae|unclassified Protoparvovirus|Porcine parvovirus 6|Unclassified	0.0948452937985689
	strain	10239|||10780|10783|289365|494651|	Viruses|ssDNA viruses|Unclassified|Parvoviridae|Parvovirinae|Tetraparvovirus|Ungulate tetraparvovirus 1|Unclassified	0.09027535476597595
	strain	10239||||||439015|	Viruses|ssRNA viruses|Picornavirales|Unclassified|Unclassified|Unclassified|Marine RNA virus JP-A|Unclassified	0.08877144995466522
	strain	10239|||11632|11636|11859|363745|	Viruses|Retro-transcribing viruses|Unclassified|Retroviridae|Orthoretrovirinae|Alpharetrovirus|Avian leukosis virus - RSA|Unclassified	0.08079072309337917
	strain	10239|||10486||10487|68347|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Iridoviridae|Betairidovirinae|Iridovirus|Wiseana iridescent virus|Unclassified	0.0774723078659347
	strain	10239|||12455||186458|1715293|	Viruses|ssRNA viruses|Mononegavirales|Bornaviridae|Unclassified|Bornavirus|Aquatic bird bornavirus 1|Unclassified	0.07690975366775821
	strain	10239|||10508||10509|1788436|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Mastadenovirus|Bat mastadenovirus WIV9|Unclassified	0.07311621233393076
	strain	10239|||10486||10487|10489|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Iridoviridae|Betairidovirinae|Iridovirus|Invertebrate iridescent virus 22|Unclassified	0.07021593641058642
	strain	10239||||||1923187|	Viruses|unclassified RNA viruses|Unclassified|Unclassified|Unclassified|Unclassified|Hubei rhabdo-like virus 3|Unclassified	0.06727126642607094
	strain	10239|||12058||72149|569195|	Viruses|ssRNA viruses|Picornavirales|Picornaviridae|Unclassified|Kobuvirus|Porcine kobuvirus swine/S-1-HUN/2007/Hungary|Unclassified	0.06711586864823377
	strain	10239|||554168|||1128151|	Viruses|dsDNA viruses, no RNA stage|Unclassified|unclassified Mimiviridae|Unclassified|Unclassified|Mimivirus terra2|Unclassified	0.06060740259737092
	strain	10239|||11989||12008|12032|	Viruses|ssRNA viruses|Unclassified|Leviviridae|Unclassified|Allolevivirus|Escherichia virus Qbeta|Unclassified	0.06011418079761886
	strain	10239|||10508||10509|1788432|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Mastadenovirus|Bat mastadenovirus WIV10|Unclassified	0.055270390556012024
	strain	10239|||11632|11636|11764|11803|	Viruses|Retro-transcribing viruses|Unclassified|Retroviridae|Orthoretrovirinae|Gammaretrovirus|Moloney murine sarcoma virus|Unclassified	0.048940314886604816
	strain	10239|||11308||11552|11553|	Viruses|ssRNA viruses|Unclassified|Orthomyxoviridae|Unclassified|Influenzavirus C|Influenza C virus (C/Ann Arbor/1/50)|Unclassified	0.04861053802507933
	strain	10239|||10559||1352235|1352235|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|Dyosigmapapillomavirus|Castor canadensis papillomavirus 1|Unclassified	0.047175587695187954
	strain	10239||||||1843757|	Viruses|unclassified viruses|Unclassified|Unclassified|Unclassified|Unclassified|Sheep faeces associated smacovirus 2|Unclassified	0.03875903448024393
	strain	10239|||||28292|904722|	Viruses|ssRNA viruses|Bunyavirales|Phenuiviridae|Unclassified|unclassified Phlebovirus|Anhanga virus|Unclassified	0.038296767192396206
	strain	10239|||1391025||1391026|1843742|	Viruses|Unclassified|Unclassified|Genomoviridae|Unclassified|Gemycircularvirus|Faeces associated gemycircularvirus 22|Unclassified	0.02352012389084245
	strain	10239|||10508||10510||	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Bovine mastadenovirus B|Bovine adenovirus 3|Unclassified	0.018502172086286947
	strain	10239|||10508||10509|10510|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Mastadenovirus|Bovine mastadenovirus B|Unclassified	0.01721729902473924
	strain	10239|||11270|||318845|	Viruses|ssRNA viruses|Mononegavirales|Rhabdoviridae|Unclassified|Hapavirus|Parry Creek virus|Unclassified	0.014831118011394896
	strain	10239|||10508||10509|45370|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Mastadenovirus|Porcine mastadenovirus C|Unclassified	0.01349972220063207
	strain	10239|||10508||45370||	Viruses|dsDNA viruses, no RNA stage|Unclassified|Adenoviridae|Unclassified|Porcine mastadenovirus C|Porcine adenovirus 5|Unclassified	0.013228371000619365
	strain	10239||||||248053|	Viruses|ssRNA viruses|Bunyavirales|Nairoviridae|Unclassified|Orthonairovirus|Farallon virus|Unclassified	0.010966406193792268
	strain	10239|||||11584|992212|	Viruses|ssRNA viruses|Bunyavirales|Phenuiviridae|Unclassified|Phlebovirus|SFTS virus HB29|Unclassified	0.007029782062444023
	strain	10239|||10780|10806||1404345|	Viruses|ssDNA viruses|Unclassified|Parvoviridae|Densovirinae|Unclassified|Acheta domestica mini ambidensovirus|Unclassified	0.0040275898615030345
	strain	10239|||10559||10568|10568|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Papillomaviridae|Unclassified|Pipapillomavirus|Micromys minutus papillomavirus 1|Unclassified	0.0031429510585672827
	strain	10239|||10486||10487|1301279|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Iridoviridae|Betairidovirinae|Iridovirus|Invertebrate iridovirus 22|Unclassified	0.0019645127615549557
	strain	10239|||11632|11636|11859|11913|	Viruses|Retro-transcribing viruses|Unclassified|Retroviridae|Orthoretrovirinae|Alpharetrovirus|Avian leukemia virus|Unclassified	0.001772949825533672
	strain	10239|||10880|10892|338781|649596|	Viruses|dsRNA viruses|Unclassified|Reoviridae|Sedoreovirinae|Mimoreovirus|Micromonas pusilla reovirus|Unclassified	0.0012552354837696033
	strain	10239|||11617||1223561|1382279|	Viruses|ssRNA viruses|Unclassified|Arenaviridae|Unclassified|Reptarenavirus|University of Helsinki virus|Unclassified	0.00021414136577352542
	strain	10239|||11632|11636|11859|11886|	Viruses|Retro-transcribing viruses|Unclassified|Retroviridae|Orthoretrovirinae|Alpharetrovirus|Rous sarcoma virus|Unclassified	0.00011780967173677659
	strain	10239|||10486||10487|71775|	Viruses|dsDNA viruses, no RNA stage|Unclassified|Iridoviridae|Betairidovirinae|Iridovirus|Invertebrate iridescent virus 30|Unclassified	8.359832649623532e-05
